Product Code/SKU,Product Name,Cost Price,Selling Price,Product URL,Description,Product Image1,Product Image2,Size,Quantity
155379,Asics Boys GT-1000 6 GS - Directoire Blue/Peacoat/Silver,1955.0,2748.25,http://www.prodirectrunning.com/products/Asics-Boys-GT1000-6-GS-Directoire-Blue-Peacoat-Silver-Boys-Shoes-C740N4358-155379.aspx,"The ASICS GT-1000 6 GS is designed to give you all the support you need without compromising on any of the shock-absorbing cushioning. The dual-density midsole system is positioned specifically for running in order to enhance the support and stability.Meanwhile, rearfoot GEL technology ensures optimal cushioning that not only creates comfort underfoot but helps attenuate shock during impact phase and allow for smoother transitions to midstance.",http://www.prodirectrunning.com//productimages/V3_1_Main/155379.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/155379.jpg,5.5,5
170728,Nike Boys Dualtone Racer SE - River Rock,3400.0,4410.0,http://www.prodirectrunning.com/products/Nike-Boys-Dualtone-Racer-SE-River-Rock-CobblestoneBlackLight-Bone-943575003-170728.aspx,,http://www.prodirectrunning.com//productimages/V3_1_Main/170728.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/170728.jpg,7,5
147906,evoSPEED Star v5 Junior - Safety Yellow-Puma Black-Puma White,3485.0,4507.75,http://www.prodirectrunning.com/products/evoSPEED-Star-v5-Junior-Safety-YellowPuma-BlackPuma-White-Boys-Shoes-18954803-147906.aspx,"With a Pebax sole, the evoSPEED Star 5 provides the stability and responsiveness needed, whilst offering superb traction. The synthetic leather upper provides exceptional flexibility while the padding at the heel helps prevent unnecessary pressure and adds support.The soft inner lining delivers enhanced comfort while the lacing system ensures a secure, locked-in feel.",http://www.prodirectrunning.com//productimages/V3_1_Main/147906.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/147906.jpg,5,5
169699,Nike Zoom Rotational 6 - Black/White-Volt,7310.0,8906.5,http://www.prodirectrunning.com/products/Nike-Zoom-Rotational-6-Black-WhiteVolt-Mens-Shoes-685131017-169699.aspx,The Nike Zoom Rotational 6 is built to eradicate internal movement and enhance stability with technical details.,http://www.prodirectrunning.com//productimages/V3_1_Main/169699.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169699.jpg,13,5
169683,Nike Zoom Rival S 9 - Football Blue/Blue Fox-Ice Blue,5015.0,6267.25,http://www.prodirectrunning.com/products/Nike-Zoom-Rival-S-9-Football-Blue-Blue-FoxIce-Blue-Mens-Shoes-907564446-169683.aspx,"The Nike Zoom Rival S 9 has been designed for for sprinters running from 60m to 400m, which includes hurdle and long jump events.",http://www.prodirectrunning.com//productimages/V3_1_Main/169683.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169683.jpg,13,5
169695,Nike Zoom Victory 3 - Football Blue/Blue Fox-Bright Crimson,8840.0,10666.0,http://www.prodirectrunning.com/products/Nike-Zoom-Victory-3-Football-Blue-Blue-FoxBright-Crimson-Mens-Shoes-835997446-169695.aspx,The Nike Zoom Victory 3 has zoned areas of flexibility and support from the upper to spike plate for optimal lightweight performance.,http://www.prodirectrunning.com//productimages/V3_1_Main/169695.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169695.jpg,13,5
171107,Saucony Liberty ISO - Black/Denim/Copper,12750.0,15162.5,http://www.prodirectrunning.com/products/Mens-Shoes-Saucony-Liberty-ISO-Black-Denim-Copper-S2041030-171107.aspx,,http://www.prodirectrunning.com//productimages/V3_1_Main/171107.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/171107.jpg,12,5
169692,Nike Zoom Victory 3 - Black/White-Volt,8840.0,10666.0,http://www.prodirectrunning.com/products/Nike-Zoom-Victory-3-Black-WhiteVolt-Mens-Shoes-835997017-169692.aspx,The Nike Zoom Victory 3 has zoned areas of flexibility and support from the upper to spike plate for optimal lightweight performance.,http://www.prodirectrunning.com//productimages/V3_1_Main/169692.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169692.jpg,13,5
170714,Nike Girls Air Huarache Run Ultra - Summit White,5525.0,6853.75,http://www.prodirectrunning.com/products/Nike-Girls-Air-Huarache-Run-Ultra-Summit-White-Metallic-GoldSummit-White-847568102-170714.aspx,,http://www.prodirectrunning.com//productimages/V3_1_Main/170714.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/170714.jpg,7,5
160825,adidas Kids Ultraboost - Core Blue/Mystery Blue/Core Black,7480.0,9102.0,http://www.prodirectrunning.com/products/adidas-Kids-Ultraboost-Core-Blue-Mystery-Blue-Core-Black-Boys-Shoes-BB3045-160825.aspx,"Showcasing the ultra-cushioned and highly responsive boost cushioning, the adidas Ultraboost keeps you fuelled and comfortable every step of the way. The Primknit is designed to wrap the foot for snug yet lightweight support while the cage provides greater security and provides a locked-in fit.Finished with a Continental Rubber outsole, these shoes offer superb grip in both wet and dry conditions.",http://www.prodirectrunning.com//productimages/V3_1_Main/160825.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/160825.jpg,6,5
154281,Asics Girls GT-1000 GS - Hot Pink/White/Pale Pink,2295.0,3139.25,http://www.prodirectrunning.com/products/Asics-Girls-GT1000-GS-Hot-Pink-White-Pale-Pink-Girls-Shoes-C720N2001-154281.aspx,"The high quality of the ASICS GT 1000 5 GS running shoe utilises various technologies to enhance the performance of the shoe. Featuring GEL cushioning in the rearfoot, the shoe helps to absorb shock and provide great bounce-back to put a spring into the step.The DuoMax System uses a dual-density material in the midsole to create a more stable and supportive fit.",http://www.prodirectrunning.com//productimages/V3_1_Main/154281.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/154281.jpg,6,5
170724,Nike Girls Zoom Pegasus 34 Shield Running - Dark Grey,4590.0,5778.5,http://www.prodirectrunning.com/products/Nike-Girls-Zoom-Pegasus-34-Shield-Running-Dark-Grey-Reflect-SilverRacer-Pink-922849001-170724.aspx,,http://www.prodirectrunning.com//productimages/V3_1_Main/170724.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/170724.jpg,7,5
152842,Nike Girls Free RN 2017 - White/Metallic Silver-Chlorine Blue,2125.0,2943.75,http://www.prodirectrunning.com/products/Nike-Girls-Free-RN-2017-White-Metallic-SilverChlorine-Blue-Girls-Shoes-904258100-152842.aspx,"Experience multidirectional flexibility thanks to the tri-star outsole and enjoy a barefoot-like feel with the Nike Free midsole. Designed to deliver durability as well as soft, responsive cushioning, the midsole on the Nike Free RN 2017 will keep you comfortable every step of the way.Finished with rubber pods on the outsole, these shoes enhance your traction for a sure-footed feel.",http://www.prodirectrunning.com//productimages/V3_1_Main/152842.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/152842.jpg,7,5
152816,Nike Boys Free RN 2017 - Deep Royal Blue/White-Soar-Ghost Green,2550.0,3432.5,http://www.prodirectrunning.com/products/Nike-Boys-Free-RN-2017-Deep-Royal-Blue-WhiteSoarGhost-Green-Boys-Shoes-904255400-152816.aspx,"Experience multidirectional flexibility thanks to the tri-star outsole and enjoy a barefoot-like feel with the Nike Free midsole. Designed to deliver durability as well as soft, responsive cushioning, the midsole on the Nike Free RN 2017 will keep you comfortable every step of the way.Finished with rubber pods on the outsole, these shoes enhance your traction for a sure-footed feel.",http://www.prodirectrunning.com//productimages/V3_1_Main/152816.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/152816.jpg,7,5
169685,Nike Zoom Victory Elite 2 - Black/White-Volt,9945.0,11936.75,http://www.prodirectrunning.com/products/Nike-Zoom-Victory-Elite-2-Black-WhiteVolt-Mens-Shoes-835998017-169685.aspx,"The Nike Zoom Victory Elite 2 has an ultra-breathable mesh upper that feels like you're not wearing anything, while the minimal Cushlon midsole provides comfort and responsiveness.",http://www.prodirectrunning.com//productimages/V3_1_Main/169685.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169685.jpg,13,5
169644,Nike Air Zoom Structure 21 Shield - Black/Black/Black/Obsidian,8840.0,10666.0,http://www.prodirectrunning.com/products/Nike-Air-Zoom-Structure-21-Shield-Black-Black-Black-Obsidian-Mens-Shoes-907324001-169644.aspx,"Remixed for cold, dark weather, the Nike Air Zoom Structure 21 Shield Running Shoe delivers a responsive ride with an updated outsole traction pattern for wet surfaces. The knit upper has a water-repellent finish to help shield your foot from the elements.",http://www.prodirectrunning.com//productimages/V3_1_Main/169644.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169644.jpg,12,5
169698,Nike Zoom Javelin Elite 2 - Black/White-Volt,10710.0,12816.5,http://www.prodirectrunning.com/products/Nike-Zoom-Javelin-Elite-2-Black-WhiteVolt-Mens-Shoes-631055017-169698.aspx,The Nike Zoom Javelin Elite 2 delivers tailored support and flexibility exactly where you need it and an adjustable forefoot strap.,http://www.prodirectrunning.com//productimages/V3_1_Main/169698.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169698.jpg,13,5
169680,Nike Zoom Sd 4 - Black/White-Volt,6120.0,7538.0,http://www.prodirectrunning.com/products/Nike-Zoom-Sd-4-Black-WhiteVolt-Mens-Shoes-685135017-169680.aspx,"The Nike Zoom SD 4 has a no-sew upper that provides seamless comfort, while the midfoot strap and Flywire cables wrap under the arch, eradicating internal movement.",http://www.prodirectrunning.com//productimages/V3_1_Main/169680.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169680.jpg,13,5
167445,Reebok Floatride - Black,8160.0,9884.0,http://www.prodirectrunning.com/products/Reebok-Floatride-Black-Mens-Shoes-BS8131-167445.aspx,"The Reebok Floatride Run Ultraknit utilises Reebok’s new Floatride foam, which has a consistent cell structure that delivers the optimal mix of cushioning and responsiveness.It also has a supportive foam rim that centres and balances your foot throughout the gait cycle. A seam-free, one-piece ultraknit construction is engineered in zones to offer support and breathable flexibility.",http://www.prodirectrunning.com//productimages/V3_1_Main/167445.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/167445.jpg,12,5
169687,Nike Triple Jump Elite - Black/White-Volt,9945.0,11936.75,http://www.prodirectrunning.com/products/Nike-Triple-Jump-Elite-Black-WhiteVolt-Mens-Shoes-705394017-169687.aspx,The Nike Triple Jump Elite supports your foot with an adjustable closure system and a Pebax plate in the forefoot.,http://www.prodirectrunning.com//productimages/V3_1_Main/169687.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169687.jpg,13,5
168301,adidas UltraBOOST All Terrain - Core Black/Core Black/Grey Five,13005.0,15455.75,http://www.prodirectrunning.com/products/adidas-UltraBOOST-All-Terrain-Core-Black-Core-Black-Grey-Five-Mens-Shoes-S82036-168301.aspx,"The ultra-responsive boost midsole in the adidas UltraBOOST All Terrain running trainers absorb the force from your footstrike to release it at push-off for a super-charged ride in any weather. Its water-repellent Primeknit upper wraps your foot in support and comfort, its higher collar offers extra coverage and its breathable mesh lining provides comfort in harsh weather. An all-terrain, gridlike outsole delivers superior grip, wet or dry.Please note, due to demand this product is limited to one pair per customer.",http://www.prodirectrunning.com//productimages/V3_1_Main/168301.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/168301.jpg,12,5
169641,Nike Air Zoom Structure 21 Shield - Binary Blue/Obsidian/Armory Blue,8840.0,10666.0,http://www.prodirectrunning.com/products/Nike-Air-Zoom-Structure-21-Shield-Binary-Blue-Obsidian-Armory-Blue-Mens-Shoes-907324400-169641.aspx,"Remixed for cold, dark weather, the Nike Air Zoom Structure 21 Shield Running Shoe delivers a responsive ride with an updated outsole traction pattern for wet surfaces. The knit upper has a water-repellent finish to help shield your foot from the elements.",http://www.prodirectrunning.com//productimages/V3_1_Main/169641.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169641.jpg,12,5
169634,Nike Air Zoom Pegasus 34 Shield - Binary Blue/Obsidian/Armory Blue,8415.0,10177.25,http://www.prodirectrunning.com/products/Nike-Air-Zoom-Pegasus-34-Shield-Binary-Blue-Obsidian-Armory-Blue-Mens-Shoes-907327400-169634.aspx,"The iconic Men's Nike Air Zoom Pegasus 34 Shield Running Shoe gets remixed for cold, dark weather. Updated with a water-repellent finish and optimal wet-weather traction, it's built to go the extra mile regardless of the elements.",http://www.prodirectrunning.com//productimages/V3_1_Main/169634.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169634.jpg,12,5
169686,Nike Zoom Superfly Elite - Football Blue/Blue Fox-Bright Crimson,9945.0,11936.75,http://www.prodirectrunning.com/products/Nike-Zoom-Superfly-Elite-Football-Blue-Blue-FoxBright-Crimson-Mens-Shoes-835996446-169686.aspx,The Nike Zoom Superfly Elite offers technical design to sprinters with an innovative spike plate with 8 fixed pins for optimal grip and a seamless woven upper for comfort and support.,http://www.prodirectrunning.com//productimages/V3_1_Main/169686.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169686.jpg,13,5
169632,Nike Free RN 2017 Shield - Black/Black/Black/Obsidian,8075.0,9786.25,http://www.prodirectrunning.com/products/Nike-Free-RN-2017-Shield-Black-Black-Black-Obsidian-Mens-Shoes-AA3760001-169632.aspx,"The Men's Nike Free RN 2017 Shield Running Shoe brings you miles of comfort during cold, dark weather. Its circular-knit upper remains breathable while shielding your feet from the elements with a water-repellent finish.",http://www.prodirectrunning.com//productimages/V3_1_Main/169632.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169632.jpg,12,5
169640,Nike Air Zoom Pegasus 34 Shield - Black/Black/Black/Obsidian,8415.0,10177.25,http://www.prodirectrunning.com/products/Nike-Air-Zoom-Pegasus-34-Shield-Black-Black-Black-Obsidian-Mens-Shoes-907327001-169640.aspx,"The iconic Nike Air Zoom Pegasus 34 Shield Running Shoe gets remixed for cold, dark weather. Updated with a water-repellent finish and optimal wet-weather traction, it's built to go the extra mile regardless of the elements.",http://www.prodirectrunning.com//productimages/V3_1_Main/169640.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169640.jpg,13,5
171631,New Balance Zante NYC Marathon - Black/Gold,6885.0,8417.75,http://www.prodirectrunning.com/products/New-Balance-Zante-NYC-Marathon-Black-Gold-Mens-Shoes-MZANTNY3-171631.aspx,"Combining versatility with a lightweight design, the New Balance Fresh Foam Zante v3 is built to handle anything from long runs to tempo day.The Fresh Foam Zante v3 features a revamped engineered mesh upper that has a tighter weave through the midfoot and therefore creates a more secure fit. The larger mesh holes directly on top of the forefoot cater for enhanced breathability. Synthetic overlays are strategically placed to wrap the foot for greater security.The Fresh Foam midsole creates a supportive and more natural underfoot feel and a blown rubber outsole enhances the cushioning elements and improves responsiveness.",http://www.prodirectrunning.com//productimages/V3_1_Main/171631.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/171631.jpg,12,5
170725,Nike Boys Air Zoom Pegasus 34 Shield Running - Binary Blue,4590.0,5778.5,http://www.prodirectrunning.com/products/Nike-Boys-Air-Zoom-Pegasus-34-Shield-Running-Binary-Blue-BlackGym-BlueBlue-Orbit-922850400-170725.aspx,,http://www.prodirectrunning.com//productimages/V3_1_Main/170725.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/170725.jpg,7,5
171632,New Balance 860v8 - Vivid Cobalt/Energy Lime,9180.0,11057.0,http://www.prodirectrunning.com/products/New-Balance-860v8-Vivid-Cobalt-Energy-Lime-Mens-Shoes-M860BG8-171632.aspx,"The 860v8 engineered mesh on the upper is thoughtfully designed for lightweight breathability and freedom of movement. It features a TruFuse midsole that delivers sustained cushioning, while a dual-density post helps ensure stability mile after mile, so you can go the distance.",http://www.prodirectrunning.com//productimages/V3_1_Main/171632.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/171632.jpg,12,5
169649,Nike Air Vapormax Flyknit - Pure Platinum/Anthracite/White/Dark Grey,14450.0,17117.5,http://www.prodirectrunning.com/products/Nike-Air-Vapormax-Flyknit-Pure-Platinum-Anthracite-White-Dark-Grey-Mens-Shoes-922915002-169649.aspx,"By removing layers and only placing cushioning where it’s really needed, the Nike Air VaporMax Flyknit is a running shoe that boasts an incredibly light and flexible feel. Constructed with VaporMax Air technology, you can enjoy soft, lightweight responsiveness from start to finish.From the no-sew overlays to the Flyknit upper construction, these shoes enhance your comfort and breathability while offering support.Please note: due to high demand these will be limited to 1 pair per customer.",http://www.prodirectrunning.com//productimages/V3_1_Main/169649.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169649.jpg,12,5
145812,New Balance Vazee Rush v2 - Blue,4335.0,5485.25,http://www.prodirectrunning.com/products/New-Balance-Vazee-Rush-v2-Blue-Mens-Shoes-MRUSHB02-145812.aspx,"Powered by Rapid Rebound cushioning to energise every stride, the Vazee Rush v2 delivers game-changing performance with the speed of a running shoe. Featuring a sleek bootie-fit upper, the shoe’s innovative 3-layer upper gives you light, breathable support where you need it and removes layers where you don’t. Run, train and unleash in every direction.",http://www.prodirectrunning.com//productimages/V3_1_Main/145812.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/145812.jpg,12,5
155382,Asics Girls GT-1000 6 GS - Rouge Red/White/Vibrant Yellow,2295.0,3139.25,http://www.prodirectrunning.com/products/Asics-Girls-GT1000-6-GS-Rouge-Red-White-Vibrant-Yellow-Girls-Shoes-C740N1901-155382.aspx,"The ASICS GT-1000 6 GS is designed to give you all the support you need without compromising on any of the shock-absorbing cushioning. The dual-density midsole system is positioned specifically for running in order to enhance the support and stability.Meanwhile, rearfoot GEL technology ensures optimal cushioning that not only creates comfort underfoot but helps attenuate shock during impact phase and allow for smoother transitions to midstance.",http://www.prodirectrunning.com//productimages/V3_1_Main/155382.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/155382.jpg,5.5,5
169701,Nike Zoom Superfly Elite - Black/White-Volt-Dark Grey,9945.0,11936.75,http://www.prodirectrunning.com/products/Nike-Zoom-Superfly-Elite-Black-WhiteVoltDark-Grey-Mens-Shoes-835996017-169701.aspx,The Nike Zoom Superfly Elite offers technical design to sprinters with an innovative spike plate with 8 changeable pins for optimal grip and a seamless woven upper for comfort and support.,http://www.prodirectrunning.com//productimages/V3_1_Main/169701.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169701.jpg,13,5
169688,Nike Zoom Rival D 10 - Football Blue/Blue Fox-Bright Crimson,5015.0,6267.25,http://www.prodirectrunning.com/products/Nike-Zoom-Rival-D-10-Football-Blue-Blue-FoxBright-Crimson-Mens-Shoes-907566446-169688.aspx,"The Nike Zoom Rival D 10 has a cushioned, anatomical fit with an arch band that wraps the midfoot.",http://www.prodirectrunning.com//productimages/V3_1_Main/169688.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/169688.jpg,13,5
166592,Nike Womens Zoom Fly - Provence Purple/Black/Light Carbon,7735.0,9395.25,http://www.prodirectrunning.com/products/Nike-Womens-Zoom-Fly-Provence-Purple-Black-Light-Carbon-Womens-Shoes-897821516-166592.aspx,"The Zoom Fly echoes the features of the Vaporfly Elite, which was the shoe that Nike tailored to each individual athlete who took part in the official sub-two attempt. The Zoom Fly is designed with a carbon-infused nylon plate that is finely tuned to accommodate varying flex and mass for enhanced comfort and feel. Utilised alongside the core Lunarlon foam, this full-length plate strikes the balance between cushioning and stiffness for greater running efficiency.Meanwhile, with a lightweight foam rubber in the forefoot and a high-abrasion rubber in the heel, the outsole has optimal placement for enhanced traction, durability and efficiency. While not as tapered as something like the Vaporfly 4%, the Zoom Fly still ffers a truly unique feel that gives you a race-day feeling underfoot and versatility for daily training, too.",http://www.prodirectrunning.com//productimages/V3_1_Main/166592.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/166592.jpg,8,5
170708,Brooks Ghost 10 ltd edition - White/Navy/Gold,8160.0,9884.0,http://www.prodirectrunning.com/products/Brooks-Ghost-10-ltd-edition-White-Navy-Gold-Mens-Shoes-1102571D124-170708.aspx,"MIDSOLEBioMoGo DNA fuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner, updated with a two piece construction to enhance a smooth, flexible ride.S-257 Cushsole is a midsole compound used as an insole to deliver even more cushioning and flexibility.Caterpillar Crash Pad is a segmented crash pad that flexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.Omega Flex Grooves have been deepened to enhance midsole flexibility without compromising cushioning.OUTSOLEHPR Plus is a high abrasion-resistant rubber located in the heel for durable traction.Blown Rubber in the forefoot offers durability, responsiveness and flexibility.Cush Pod Configuration is a cushioned midsole/outsole design that sets the foot up for an efficient, balanced heel-to-toe transition.UPPEREngineered mesh comprises the upper, providing lightweight structure and breathability.Synthetic Overlays are strategically located to provide a snug, secure fit.Element Linings underneath the upper aid in moisture transfer and comfort.Adjustable Saddle Construction allows for a personalized and secure midfoot fit.Profile Sockliner made of BioMoGo foam provides contoured support and cushioning.Strobel Last with the upper stitched to full length Cushsole S-257, for enhanced cushioning and flexibility and a soft underfoot feel.",http://www.prodirectrunning.com//productimages/V3_1_Main/170708.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/170708.jpg,14,5
167444,Reebok Womens Floatride - White,9180.0,11057.0,http://www.prodirectrunning.com/products/Reebok-Womens-Floatride-White-Womens-Shoes-BS9867-167444.aspx,"The Reebok Floatride Run Ultraknit utilises Reebok’s new Floatride foam, which has a consistent cell structure that delivers the optimal mix of cushioning and responsiveness.It also has a supportive foam rim that centres and balances your foot throughout the gait cycle. A seam-free, one-piece ultraknit construction is engineered in zones to offer support and breathable flexibility.",http://www.prodirectrunning.com//productimages/V3_1_Main/167444.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/167444.jpg,7.5,5
171634,New Balance Fresh Foam Cruz  Protect Pack - Brown/Green,5737.5,7098.125,http://www.prodirectrunning.com/products/New-Balance-Fresh-Foam-Cruz-Protect-Pack-Brown-Green-Mens-Shoes-MCRUZN-171634.aspx,"The all-new Fresh Foam Cruz Protect delivers a well-cushioned, stable ride for your run. With NB's Fresh Foam cushion technology, you can look forward to a soft landing every time. And the technically engineered upper combines a synthetic midfoot saddle with a protective, water-resistant mesh to offer an unbeatable fit and unmatched support.",http://www.prodirectrunning.com//productimages/V3_1_Main/171634.jpg,http://www.prodirectrunning.com//productimages/V3_1_Gallery_1/171634.jpg,12,5
